alias,name,noise_level,url,scraped_at,error
altamirano-restaurant-and-bar-san-francisco,Altamirano Restaurant And Bar,,https://www.yelp.com/biz/altamirano-restaurant-and-bar-san-francisco,2026-04-22T07:14:48.786656+00:00,
altovino-san-francisco,Altovino,moderate_noise,https://www.yelp.com/biz/altovino-san-francisco,2026-04-22T06:40:31.161288+00:00,
amals-deli-san-francisco,Amals Deli,moderate_noise,https://www.yelp.com/biz/amals-deli-san-francisco,2026-04-22T06:50:34.812899+00:00,
amarena-san-francisco-3,Amarena,,https://www.yelp.com/biz/amarena-san-francisco-3,,Failed to fetch
amber-india-san-francisco-3,Amber India,moderate_noise,https://www.yelp.com/biz/amber-india-san-francisco-3,2026-04-22T07:13:29.452649+00:00,
amyteTseYTGbk_7nd4EoDA,Hed Verythai,,https://www.yelp.com/biz/amyteTseYTGbk_7nd4EoDA,,Failed to fetch
an-chi-san-francisco-3,An Chi,,https://www.yelp.com/biz/an-chi-san-francisco-3,,Failed to fetch
an-japanese-restaurant-san-francisco-2,An Japanese Restaurant,quiet,https://www.yelp.com/biz/an-japanese-restaurant-san-francisco-2,2026-04-22T06:46:18.244642+00:00,
anchor-oyster-bar-san-francisco,Anchor Oyster Bar,moderate_noise,https://www.yelp.com/biz/anchor-oyster-bar-san-francisco,2026-04-22T07:14:27.796540+00:00,
angiday-san-francisco,Angiday,,https://www.yelp.com/biz/angiday-san-francisco,2026-04-22T07:29:24.926689+00:00,
angies-pizza-san-francisco,Angies Pizza,moderate_noise,https://www.yelp.com/biz/angies-pizza-san-francisco,2026-04-22T07:31:54.016296+00:00,
angler-san-francisco,Angler,moderate_noise,https://www.yelp.com/biz/angler-san-francisco,2026-04-22T06:46:29.660897+00:00,
anh-hong-san-francisco,Anh Hong,moderate_noise,https://www.yelp.com/biz/anh-hong-san-francisco,2026-04-22T07:15:48.105250+00:00,
anomaly-sf-san-francisco-2,Anomaly Sf,,https://www.yelp.com/biz/anomaly-sf-san-francisco-2,2026-04-22T06:41:56.238199+00:00,
antigua-guatemala-restaurant-san-francisco,Antigua Guatemala Restaurant,,https://www.yelp.com/biz/antigua-guatemala-restaurant-san-francisco,2026-04-22T07:15:36.584726+00:00,
ap-s-cafe-san-francisco,Ap S Cafe,,https://www.yelp.com/biz/ap-s-cafe-san-francisco,2026-04-22T06:49:52.701127+00:00,
apna-chulha-san-francisco-2,Apna Chulha,,https://www.yelp.com/biz/apna-chulha-san-francisco-2,2026-04-22T06:50:32.585220+00:00,
aracely-cafe-san-francisco-2,Aracely Cafe,,https://www.yelp.com/biz/aracely-cafe-san-francisco-2,,Failed to fetch
arbor-san-francisco-2,Arbor,moderate_noise,https://www.yelp.com/biz/arbor-san-francisco-2,2026-04-22T06:36:44.693236+00:00,
arepas-en-bici-san-francisco,Arepas En Bici,,https://www.yelp.com/biz/arepas-en-bici-san-francisco,2026-04-22T06:50:34.966180+00:00,
aroi-thai-san-francisco,Aroi Thai,,https://www.yelp.com/biz/aroi-thai-san-francisco,2026-04-22T07:14:58.267002+00:00,
arquet-san-francisco,Arquet,,https://www.yelp.com/biz/arquet-san-francisco,2026-04-22T06:20:38.177666,
ashyans-lu-ruo-fan-san-francisco,Ashyans Lu Ruo Fan,,https://www.yelp.com/biz/ashyans-lu-ruo-fan-san-francisco,2026-04-22T06:35:06.326287+00:00,
atelier-crenn-san-francisco,Atelier Crenn,moderate_noise,https://www.yelp.com/biz/atelier-crenn-san-francisco,2026-04-22T06:46:05.864184+00:00,
atwater-tavern-san-francisco,Atwater Tavern,moderate_noise,https://www.yelp.com/biz/atwater-tavern-san-francisco,2026-04-22T07:25:26.623070+00:00,
avatars-restaurant-sausalito,Avatars Restaurant Sausalito,,https://www.yelp.com/biz/avatars-restaurant-sausalito,,Failed to fetch
avedanos-holly-park-market-san-francisco-2,Avedanos Holly Park Market,quiet,https://www.yelp.com/biz/avedanos-holly-park-market-san-francisco-2,2026-04-22T07:13:51.049882+00:00,
azalinas-san-francisco-3,Azalinas,,https://www.yelp.com/biz/azalinas-san-francisco-3,2026-04-22T06:48:17.029820+00:00,
aziza-san-francisco,Aziza,moderate_noise,https://www.yelp.com/biz/aziza-san-francisco,2026-04-22T06:48:44.046933+00:00,
bE_1J-17ut6t6bvNhkkxSw,Wako Japanese Restaurant,quiet,https://www.yelp.com/biz/bE_1J-17ut6t6bvNhkkxSw,2026-04-22T06:46:11.517561+00:00,
bJNVd1HqilRD3F9RO3t20g,Jbs Place,,https://www.yelp.com/biz/bJNVd1HqilRD3F9RO3t20g,,Failed to fetch
bUllrq8bcGbn9TKtVcjL-A,Izakaya Yoki,moderate_noise,https://www.yelp.com/biz/bUllrq8bcGbn9TKtVcjL-A,2026-04-22T06:49:26.535119+00:00,
bYWDU1zI7LmIitVz8fl3RA,Upcider,,https://www.yelp.com/biz/bYWDU1zI7LmIitVz8fl3RA,,Failed to fetch
bac-lieu-restaurant-san-francisco,Bac Lieu Restaurant,,https://www.yelp.com/biz/bac-lieu-restaurant-san-francisco,,Failed to fetch
back-to-back-san-francisco,Back To Back,,https://www.yelp.com/biz/back-to-back-san-francisco,2026-04-22T06:25:31.640006+00:00,
bakatta-san-francisco,Bakatta,,https://www.yelp.com/biz/bakatta-san-francisco,2026-04-22T06:49:54.203232+00:00,
ballast-point-san-francisco-2,Ballast Point,,https://www.yelp.com/biz/ballast-point-san-francisco-2,2026-04-22T06:37:17.995435+00:00,
banan-san-francisco-5,Banan,,https://www.yelp.com/biz/banan-san-francisco-5,,Failed to fetch
bangkok-street-thai-street-food-san-francisco-3,Bangkok Street Thai Street Food,moderate_noise,https://www.yelp.com/biz/bangkok-street-thai-street-food-san-francisco-3,2026-04-22T07:28:01.110999+00:00,
banh-mi-crunch-san-francisco-2,Banh Mi Crunch,moderate_noise,https://www.yelp.com/biz/banh-mi-crunch-san-francisco-2,2026-04-22T07:30:27.835482+00:00,
banh-mi-viet-san-francisco,Banh Mi Viet,,https://www.yelp.com/biz/banh-mi-viet-san-francisco,2026-04-22T07:15:33.178244+00:00,
banh-mi-viet-san-francisco-4,Banh Mi Viet,,https://www.yelp.com/biz/banh-mi-viet-san-francisco-4,2026-04-22T06:50:30.949717+00:00,
bansang-san-francisco-3,Bansang,moderate_noise,https://www.yelp.com/biz/bansang-san-francisco-3,2026-04-22T06:35:28.024077+00:00,
bar-agricole-san-francisco,Bar Agricole,moderate_noise,https://www.yelp.com/biz/bar-agricole-san-francisco,2026-04-22T07:13:59.217261+00:00,
bar-and-bistro-888-san-francisco,Bar And Bistro 888,moderate_noise,https://www.yelp.com/biz/bar-and-bistro-888-san-francisco,2026-04-22T07:12:01.732848+00:00,
bar-crenn-san-francisco,Bar Crenn,moderate_noise,https://www.yelp.com/biz/bar-crenn-san-francisco,2026-04-22T06:46:42.974800+00:00,
bar-crudo-san-francisco,Bar Crudo,moderate_noise,https://www.yelp.com/biz/bar-crudo-san-francisco,2026-04-22T07:12:11.137239+00:00,
bar-sprezzatura-san-francisco,Bar Sprezzatura,,https://www.yelp.com/biz/bar-sprezzatura-san-francisco,2026-04-22T06:49:30.988808+00:00,
barberio-osteria-san-francisco,Barberio Osteria,moderate_noise,https://www.yelp.com/biz/barberio-osteria-san-francisco,2026-04-22T07:15:06.719139+00:00,
barcha-san-francisco,Barcha,moderate_noise,https://www.yelp.com/biz/barcha-san-francisco,2026-04-22T06:17:29.987240,
barreras-cocina-mexicana-san-francisco,Barreras Cocina Mexicana,,https://www.yelp.com/biz/barreras-cocina-mexicana-san-francisco,2026-04-22T06:26:04.640158+00:00,
barrio-san-francisco-6,Barrio,,https://www.yelp.com/biz/barrio-san-francisco-6,,Failed to fetch
basa-seafood-express-san-francisco,Basa Seafood Express,,https://www.yelp.com/biz/basa-seafood-express-san-francisco,,Failed to fetch
base-camp-san-francisco,Base Camp,moderate_noise,https://www.yelp.com/biz/base-camp-san-francisco,2026-04-22T07:15:24.823772+00:00,
bay-of-burma-san-francisco,Bay Of Burma,,https://www.yelp.com/biz/bay-of-burma-san-francisco,2026-04-22T06:29:18.661945+00:00,
bay-pocha-san-francisco,Bay Pocha,,https://www.yelp.com/biz/bay-pocha-san-francisco,,Failed to fetch
beach-chalet-brewery-and-restaurant-san-francisco,Beach Chalet Brewery And Restaurant,moderate_noise,https://www.yelp.com/biz/beach-chalet-brewery-and-restaurant-san-francisco,2026-04-22T07:13:14.527436+00:00,
beit-rima-san-francisco-3,Beit Rima,moderate_noise,https://www.yelp.com/biz/beit-rima-san-francisco-3,2026-04-22T06:40:16.646396+00:00,
beit-rima-san-francisco-4,Beit Rima,moderate_noise,https://www.yelp.com/biz/beit-rima-san-francisco-4,2026-04-22T06:16:35.576187,
bella-san-francisco-4,Bella,,https://www.yelp.com/biz/bella-san-francisco-4,2026-04-22T06:50:32.562033+00:00,
beloved-cafe-san-francisco,Beloved Cafe,,https://www.yelp.com/biz/beloved-cafe-san-francisco,,Failed to fetch
beluga-san-francisco,Beluga,moderate_noise,https://www.yelp.com/biz/beluga-san-francisco,2026-04-22T06:46:05.609304+00:00,
beluna-cafe-san-francisco,Beluna Cafe,,https://www.yelp.com/biz/beluna-cafe-san-francisco,2026-04-22T07:14:24.776803+00:00,
ben-thai-cafe-san-francisco,Ben Thai Cafe,moderate_noise,https://www.yelp.com/biz/ben-thai-cafe-san-francisco,2026-04-22T07:23:37.908258+00:00,
ben-tre-san-francisco-8,Ben Tre,,https://www.yelp.com/biz/ben-tre-san-francisco-8,2026-04-22T06:17:48.135842,
benihana-san-francisco,Benihana,loud,https://www.yelp.com/biz/benihana-san-francisco,2026-04-22T07:12:50.197153+00:00,
benu-san-francisco-4,Benu,quiet,https://www.yelp.com/biz/benu-san-francisco-4,2026-04-22T06:46:29.768306+00:00,
beretta-divisadero-san-francisco,Beretta Divisadero,loud,https://www.yelp.com/biz/beretta-divisadero-san-francisco,2026-04-22T06:39:53.907377+00:00,
beretta-valencia-san-francisco-3,Beretta Valencia,,https://www.yelp.com/biz/beretta-valencia-san-francisco-3,,Failed to fetch
besharam-san-francisco,Besharam,moderate_noise,https://www.yelp.com/biz/besharam-san-francisco,2026-04-22T06:49:01.544633+00:00,
bfA09fkdKIZhkwCi0_iYGg,Teakwood,moderate_noise,https://www.yelp.com/biz/bfA09fkdKIZhkwCi0_iYGg,2026-04-22T06:28:28.527228+00:00,
bi-rite-market-san-francisco,Bi Rite Market,moderate_noise,https://www.yelp.com/biz/bi-rite-market-san-francisco,2026-04-22T07:12:46.560378+00:00,
bi-rite-market-san-francisco-3,Bi Rite Market,,https://www.yelp.com/biz/bi-rite-market-san-francisco-3,,Failed to fetch
billingsgate-san-francisco,Billingsgate,,https://www.yelp.com/biz/billingsgate-san-francisco,2026-04-22T07:14:37.925575+00:00,
bini-s-kitchen-san-francisco,Bini S Kitchen,,https://www.yelp.com/biz/bini-s-kitchen-san-francisco,2026-04-22T07:15:05.010882+00:00,
bir-kitchen-san-francisco,Bir Kitchen,,https://www.yelp.com/biz/bir-kitchen-san-francisco,2026-04-22T07:14:52.811344+00:00,
birba-san-francisco,Birba,moderate_noise,https://www.yelp.com/biz/birba-san-francisco,2026-04-22T06:28:14.979270+00:00,
birdsong-san-francisco,Birdsong,moderate_noise,https://www.yelp.com/biz/birdsong-san-francisco,2026-04-22T06:14:04.233512,
bistro-central-parc-san-francisco,Bistro Central Parc,moderate_noise,https://www.yelp.com/biz/bistro-central-parc-san-francisco,2026-04-22T06:49:34.921966+00:00,
bistro-la-chaumi,Bistro La Chaumi,,https://www.yelp.com/biz/bistro-la-chaumi,,Failed to fetch
bix-san-francisco,Bix,moderate_noise,https://www.yelp.com/biz/bix-san-francisco,2026-04-22T07:11:48.906754+00:00,
blind-butcher-san-francisco-2,Blind Butcher,moderate_noise,https://www.yelp.com/biz/blind-butcher-san-francisco-2,2026-04-22T06:16:44.841949,
blue-mermaid-san-francisco-3,Blue Mermaid,moderate_noise,https://www.yelp.com/biz/blue-mermaid-san-francisco-3,2026-04-22T07:12:13.833735+00:00,
blue-plate-san-francisco,Blue Plate,moderate_noise,https://www.yelp.com/biz/blue-plate-san-francisco,2026-04-22T06:48:50.361127+00:00,
blush-san-francisco,Blush,,https://www.yelp.com/biz/blush-san-francisco,,Failed to fetch
board-and-drink-san-francisco,Board And Drink,,https://www.yelp.com/biz/board-and-drink-san-francisco,,Failed to fetch
bobos-san-francisco-18,Bobos,moderate_noise,https://www.yelp.com/biz/bobos-san-francisco-18,2026-04-22T06:46:25.686799+00:00,
bodega-san-francisco-2,Bodega,loud,https://www.yelp.com/biz/bodega-san-francisco-2,2026-04-22T06:38:40.102657+00:00,
bodega-san-francisco-3,Bodega,moderate_noise,https://www.yelp.com/biz/bodega-san-francisco-3,2026-04-22T06:16:52.913505,
boiling-hot-pot-san-francisco,Boiling Hot Pot,moderate_noise,https://www.yelp.com/biz/boiling-hot-pot-san-francisco,2026-04-22T07:11:39.375772+00:00,
bon-delire-san-francisco-2,Bon Delire,,https://www.yelp.com/biz/bon-delire-san-francisco-2,2026-04-22T07:12:34.284528+00:00,
bon-nene-san-francisco,Bon Nene,,https://www.yelp.com/biz/bon-nene-san-francisco,,Failed to fetch
boochmania-san-francisco,Boochmania,,https://www.yelp.com/biz/boochmania-san-francisco,2026-04-22T06:50:32.440822+00:00,
bosco-san-francisco-2,Bosco,,https://www.yelp.com/biz/bosco-san-francisco-2,2026-04-22T06:37:20.445631+00:00,
bosque-san-francisco-3,Bosque,,https://www.yelp.com/biz/bosque-san-francisco-3,2026-04-22T07:14:46.739919+00:00,
bota-san-francisco-3,Bota,moderate_noise,https://www.yelp.com/biz/bota-san-francisco-3,2026-04-22T07:13:47.123876+00:00,
bottega-san-francisco-2,Bottega,,https://www.yelp.com/biz/bottega-san-francisco-2,,Failed to fetch
bouche-san-francisco,Bouche,moderate_noise,https://www.yelp.com/biz/bouche-san-francisco,2026-04-22T06:48:55.945508+00:00,
boulevard-san-francisco,Boulevard,moderate_noise,https://www.yelp.com/biz/boulevard-san-francisco,2026-04-22T06:46:55.282869+00:00,
bourbon-steak-san-francisco-5,Bourbon Steak,moderate_noise,https://www.yelp.com/biz/bourbon-steak-san-francisco-5,2026-04-22T07:12:01.897518+00:00,
box-kitchen-san-francisco,Box Kitchen,moderate_noise,https://www.yelp.com/biz/box-kitchen-san-francisco,2026-04-22T06:28:53.897054+00:00,
brazen-head-san-francisco,Brazen Head,moderate_noise,https://www.yelp.com/biz/brazen-head-san-francisco,2026-04-22T06:49:26.383503+00:00,
brazuca-grill-san-francisco-2,Brazuca Grill,,https://www.yelp.com/biz/brazuca-grill-san-francisco-2,2026-04-22T07:14:38.925691+00:00,
breadbelly-san-francisco,Breadbelly,moderate_noise,https://www.yelp.com/biz/breadbelly-san-francisco,2026-04-22T06:36:25.202949+00:00,
breadbelly-san-francisco-5,Breadbelly,moderate_noise,https://www.yelp.com/biz/breadbelly-san-francisco-5,2026-04-22T07:24:27.595278+00:00,
breakfast-little-san-francisco-2,Breakfast Little,moderate_noise,https://www.yelp.com/biz/breakfast-little-san-francisco-2,2026-04-22T07:14:30.986648+00:00,
brendas-french-soul-food-san-francisco-6,Brendas French Soul Food,moderate_noise,https://www.yelp.com/biz/brendas-french-soul-food-san-francisco-6,2026-04-22T06:48:55.931852+00:00,
brendas-meat-and-three-san-francisco-3,Brendas Meat And Three,moderate_noise,https://www.yelp.com/biz/brendas-meat-and-three-san-francisco-3,2026-04-22T07:23:24.977718+00:00,
broad-street-oyster-co-san-francisco-4,Broad Street Oyster Co,,https://www.yelp.com/biz/broad-street-oyster-co-san-francisco-4,,Failed to fetch
brucato-san-francisco,Brucato,,https://www.yelp.com/biz/brucato-san-francisco,2026-04-22T07:15:56.115009+00:00,
bubba-gump-shrimp-san-francisco-5,Bubba Gump Shrimp,moderate_noise,https://www.yelp.com/biz/bubba-gump-shrimp-san-francisco-5,2026-04-22T07:11:57.351897+00:00,
bubu-san-francisco,Bubu,,https://www.yelp.com/biz/bubu-san-francisco,,Failed to fetch
buena-vida-cantina-san-francisco,Buena Vida Cantina,moderate_noise,https://www.yelp.com/biz/buena-vida-cantina-san-francisco,2026-04-22T07:24:06.545291+00:00,
bunny-cafe-san-francisco-2,Bunny Cafe,,https://www.yelp.com/biz/bunny-cafe-san-francisco-2,2026-04-22T06:49:48.104306+00:00,
burma-love-san-francisco-10,Burma Love,,https://www.yelp.com/biz/burma-love-san-francisco-10,,Failed to fetch
burma-love-san-francisco-11,Burma Love,,https://www.yelp.com/biz/burma-love-san-francisco-11,,Failed to fetch
bursa-san-francisco,Bursa,,https://www.yelp.com/biz/bursa-san-francisco,,Failed to fetch
byyx62608ozr3W-LEC2Tvg,Lolt%C3%Ban Restaurant,,https://www.yelp.com/biz/byyx62608ozr3W-LEC2Tvg,2026-04-22T07:14:51.043879+00:00,
c0WpyZFR3EoEBKcoY2LZ3Q,Marlowe,moderate_noise,https://www.yelp.com/biz/c0WpyZFR3EoEBKcoY2LZ3Q,2026-04-22T06:48:49.694931+00:00,
c6aMZg8kxlNC5fQ49ZcBQA,Gyu Kaku Japanese Bbq,moderate_noise,https://www.yelp.com/biz/c6aMZg8kxlNC5fQ49ZcBQA,2026-04-22T07:13:10.695855+00:00,
c9VZtF34xQBdazi8k-YIMA,The Italian Homemade Company,moderate_noise,https://www.yelp.com/biz/c9VZtF34xQBdazi8k-YIMA,2026-04-22T07:24:47.112827+00:00,
cCVe4vppMNYQf9vguaf9Eg,Seafood Station,moderate_noise,https://www.yelp.com/biz/cCVe4vppMNYQf9vguaf9Eg,2026-04-22T06:28:12.974583+00:00,
cL0q9S4bqwpbAN9ZKh-Zeg,Nara Restaurant And Sake Bar,moderate_noise,https://www.yelp.com/biz/cL0q9S4bqwpbAN9ZKh-Zeg,2026-04-22T06:49:40.860513+00:00,
cRGhwQTxH4Bgs9jxmaDd9Q,Mendocino Farms,,https://www.yelp.com/biz/cRGhwQTxH4Bgs9jxmaDd9Q,2026-04-22T07:15:23.139162+00:00,
cZFkxUbyYazC7qJvfEpedQ,Nomu Skewers,moderate_noise,https://www.yelp.com/biz/cZFkxUbyYazC7qJvfEpedQ,2026-04-22T07:11:44.374537+00:00,
cach,,,https://www.yelp.com/biz/cach,,Failed to fetch
cafe-alma-san-francisco,Cafe Alma,,https://www.yelp.com/biz/cafe-alma-san-francisco,,Failed to fetch
cafe-de-casa-san-francisco-5,Cafe De Casa,moderate_noise,https://www.yelp.com/biz/cafe-de-casa-san-francisco-5,2026-04-22T07:14:49.120210+00:00,
cafe-josephine-san-francisco-2,Cafe Josephine,,https://www.yelp.com/biz/cafe-josephine-san-francisco-2,2026-04-22T07:14:44.499677+00:00,
cafe-okawari-san-francisco,Cafe Okawari,,https://www.yelp.com/biz/cafe-okawari-san-francisco,,Failed to fetch
cafe-velora-san-francisco,Cafe Velora,,https://www.yelp.com/biz/cafe-velora-san-francisco,2026-04-22T06:50:00.971015+00:00,
californios-san-francisco,Californios,moderate_noise,https://www.yelp.com/biz/californios-san-francisco,2026-04-22T06:28:37.792599+00:00,
camino-alto-san-francisco-2,Camino Alto,moderate_noise,https://www.yelp.com/biz/camino-alto-san-francisco-2,2026-04-22T06:48:57.889323+00:00,
campton-bar-and-bistro-san-francisco,Campton Bar And Bistro,quiet,https://www.yelp.com/biz/campton-bar-and-bistro-san-francisco,2026-04-22T06:46:05.913392+00:00,
canela-bistro-bar-san-francisco-4,Canela Bistro Bar,moderate_noise,https://www.yelp.com/biz/canela-bistro-bar-san-francisco-4,2026-04-22T06:48:45.717455+00:00,
cantina-los-mayas-san-francisco,Cantina,moderate_noise,https://www.yelp.com/biz/cantina-los-mayas-san-francisco,2026-04-22T06:49:23.906796+00:00,
cantoo-latin-asian-rotisserie-san-francisco,Cantoo Latin Asian Rotisserie,moderate_noise,https://www.yelp.com/biz/cantoo-latin-asian-rotisserie-san-francisco,2026-04-22T07:31:35.129706+00:00,
caprizza-ristorante-san-francisco,Caprizza Ristorante,quiet,https://www.yelp.com/biz/caprizza-ristorante-san-francisco,2026-04-22T06:49:56.300687+00:00,
casements-san-francisco-2,Casements,moderate_noise,https://www.yelp.com/biz/casements-san-francisco-2,2026-04-22T06:42:51.732654+00:00,
cassava-san-francisco-5,Cassava,moderate_noise,https://www.yelp.com/biz/cassava-san-francisco-5,2026-04-22T07:12:22.302382+00:00,
castro-indian-restaurant-and-bar-san-francisco,Castro Indian Restaurant And Bar,moderate_noise,https://www.yelp.com/biz/castro-indian-restaurant-and-bar-san-francisco,2026-04-22T07:14:20.017893+00:00,
catch-san-francisco-3,Catch,,https://www.yelp.com/biz/catch-san-francisco-3,2026-04-22T07:12:00.923777+00:00,
cdN5Qq53r30ByzV5UIFTPw,Papa Noodle,,https://www.yelp.com/biz/cdN5Qq53r30ByzV5UIFTPw,,Failed to fetch
cha-cha-cha-san-francisco-4,Cha Cha Cha,moderate_noise,https://www.yelp.com/biz/cha-cha-cha-san-francisco-4,2026-04-22T06:35:44.188212+00:00,
cha-ya-san-francisco-san-francisco-2,Cha Ya,moderate_noise,https://www.yelp.com/biz/cha-ya-san-francisco-san-francisco-2,2026-04-22T06:18:12.809839,
chao-pescao-san-francisco,Chao Pescao,moderate_noise,https://www.yelp.com/biz/chao-pescao-san-francisco,2026-04-22T06:35:25.874290+00:00,
chapeau-san-francisco,Chapeau,moderate_noise,https://www.yelp.com/biz/chapeau-san-francisco,2026-04-22T06:48:36.342943+00:00,
che-fico-san-francisco-3,Che Fico,loud,https://www.yelp.com/biz/che-fico-san-francisco-3,2026-04-22T06:28:35.234661+00:00,
chenery-market-san-francisco,Chenery Market,,https://www.yelp.com/biz/chenery-market-san-francisco,2026-04-22T07:14:15.006382+00:00,
chez-maman-east-san-francisco,Chez Maman,moderate_noise,https://www.yelp.com/biz/chez-maman-east-san-francisco,2026-04-22T07:23:49.900100+00:00,
chez-maman-west-san-francisco-2,Chez Maman,moderate_noise,https://www.yelp.com/biz/chez-maman-west-san-francisco-2,2026-04-22T06:36:56.869540+00:00,
chic-n-time-san-francisco,Chic N Time,,https://www.yelp.com/biz/chic-n-time-san-francisco,,Failed to fetch
china-live-san-francisco,China Live,moderate_noise,https://www.yelp.com/biz/china-live-san-francisco,2026-04-22T07:11:05.341876+00:00,
chisai-sushi-club-san-francisco-2,Chisai Sushi Club,,https://www.yelp.com/biz/chisai-sushi-club-san-francisco-2,2026-04-22T06:47:30.312232+00:00,
chisme-cantina-san-francisco-5,Chisme Cantina,moderate_noise,https://www.yelp.com/biz/chisme-cantina-san-francisco-5,2026-04-22T06:16:31.396976,
cholita-linda-san-francisco-4,Cholita Linda,,https://www.yelp.com/biz/cholita-linda-san-francisco-4,,Failed to fetch
chome-san-francisco-3,Chome,moderate_noise,https://www.yelp.com/biz/chome-san-francisco-3,2026-04-22T06:36:37.202326+00:00,
chotto-matte-san-francisco-san-francisco,Chotto Matte,,https://www.yelp.com/biz/chotto-matte-san-francisco-san-francisco,2026-04-22T07:13:03.339424+00:00,
chouchou-french-bistro-san-francisco,Chouchou French Bistro,moderate_noise,https://www.yelp.com/biz/chouchou-french-bistro-san-francisco,2026-04-22T07:11:18.150887+00:00,
city-cruises-san-francisco-san-francisco-2,City Cruises,moderate_noise,https://www.yelp.com/biz/city-cruises-san-francisco-san-francisco-2,2026-04-22T06:48:33.572283+00:00,
clementina-san-francisco-2,Clementina,,https://www.yelp.com/biz/clementina-san-francisco-2,2026-04-22T06:14:06.570971,
cocina-mam,,,https://www.yelp.com/biz/cocina-mam,,Failed to fetch
cocobang-san-francisco,Cocobang,loud,https://www.yelp.com/biz/cocobang-san-francisco,2026-04-22T07:23:32.536832+00:00,
cole-valley-tavern-san-francisco,Cole Valley Tavern,,https://www.yelp.com/biz/cole-valley-tavern-san-francisco,,Failed to fetch
colibri-mexican-bistro-san-francisco,Colibri Mexican Bistro,moderate_noise,https://www.yelp.com/biz/colibri-mexican-bistro-san-francisco,2026-04-22T07:13:36.924384+00:00,
collina-san-francisco,Collina,,https://www.yelp.com/biz/collina-san-francisco,2026-04-22T06:35:30.473667+00:00,
copper-bar-kitchen-and-microbrewery-san-francisco,Copper Bar Kitchen And Microbrewery,moderate_noise,https://www.yelp.com/biz/copper-bar-kitchen-and-microbrewery-san-francisco,2026-04-22T07:15:20.830562+00:00,
copra-san-francisco-2,Copra,loud,https://www.yelp.com/biz/copra-san-francisco-2,2026-04-22T06:42:46.732687+00:00,
coqueta-san-francisco,Coqueta,moderate_noise,https://www.yelp.com/biz/coqueta-san-francisco,2026-04-22T06:49:30.767716+00:00,
cordon-bleu-san-francisco,Cordon Bleu,moderate_noise,https://www.yelp.com/biz/cordon-bleu-san-francisco,2026-04-22T07:25:28.943252+00:00,
corks-san-francisco,Corks,,https://www.yelp.com/biz/corks-san-francisco,,Failed to fetch
corzetti-san-francisco-3,Corzetti,loud,https://www.yelp.com/biz/corzetti-san-francisco-3,2026-04-22T07:13:30.877606+00:00,
cote-ouest-bistro-san-francisco,Cote Ouest Bistro,moderate_noise,https://www.yelp.com/biz/cote-ouest-bistro-san-francisco,2026-04-22T06:18:48.164998,
cotogna-san-francisco,Cotogna,moderate_noise,https://www.yelp.com/biz/cotogna-san-francisco,2026-04-22T06:48:40.670522+00:00,
cq-noodles-san-francisco-2,Cq Noodles,,https://www.yelp.com/biz/cq-noodles-san-francisco-2,2026-04-22T07:25:23.404402+00:00,
cracked-and-battered-marina-san-francisco,Cracked And Battered Marina,,https://www.yelp.com/biz/cracked-and-battered-marina-san-francisco,,Failed to fetch
creative-ideas-cafe-san-francisco-2,Creative Ideas Cafe,,https://www.yelp.com/biz/creative-ideas-cafe-san-francisco-2,2026-04-22T07:31:28.696976+00:00,
crepevine-restaurants-san-francisco,Crepevine Restaurants,moderate_noise,https://www.yelp.com/biz/crepevine-restaurants-san-francisco,2026-04-22T06:14:25.009314,
crown-room-at-the-fairmont-hotel-san-francisco,Crown Room At The Fairmont Hotel,loud,https://www.yelp.com/biz/crown-room-at-the-fairmont-hotel-san-francisco,2026-04-22T07:13:14.634579+00:00,
cuisine-of-nepal-san-francisco,Cuisine Of Nepal,,https://www.yelp.com/biz/cuisine-of-nepal-san-francisco,,Failed to fetch
cultivar-san-francisco-san-francisco-3,Cultivar,moderate_noise,https://www.yelp.com/biz/cultivar-san-francisco-san-francisco-3,2026-04-22T07:27:48.873449+00:00,
curio-san-francisco,Curio,moderate_noise,https://www.yelp.com/biz/curio-san-francisco,2026-04-22T07:23:28.080910+00:00,
curry-hyuga-san-francisco,Curry Hyuga,moderate_noise,https://www.yelp.com/biz/curry-hyuga-san-francisco,2026-04-22T07:14:20.662832+00:00,
curry-pizza-house-south-san-francisco-2,Curry Pizza House,,https://www.yelp.com/biz/curry-pizza-house-south-san-francisco-2,,Failed to fetch
cvASRMOEE1O3dTVqwFdRyA,Radhaus,loud,https://www.yelp.com/biz/cvASRMOEE1O3dTVqwFdRyA,2026-04-22T07:28:11.439626+00:00,
czbXSfezN_DK8Ws0vcFqhg,Elephant Sushi,moderate_noise,https://www.yelp.com/biz/czbXSfezN_DK8Ws0vcFqhg,2026-04-22T07:13:40.175783+00:00,
d55pCEHeWg0Si5Jg9Zp_ow,Palmetto Superfoods,,https://www.yelp.com/biz/d55pCEHeWg0Si5Jg9Zp_ow,,Failed to fetch
d5752S,,,https://www.yelp.com/biz/d5752S,,Failed to fetch
d5752S_RDb26HxoL6O06eQ,Beit Rima,moderate_noise,https://www.yelp.com/biz/d5752S_RDb26HxoL6O06eQ,2026-04-22T06:35:11.541219+00:00,
dC_kA-R2qb-0iEmoI4VKPg,Dc_Ka R2Qb 0Iemoi4Vkpg,moderate_noise,https://www.yelp.com/biz/dC_kA-R2qb-0iEmoI4VKPg,2026-04-22T07:11:26.908310+00:00,
